"id","application_stage","application_stage_reason","sample_group","market_scope","company","title","city","category","degree","experience","employment_type","normalized_tech_stack","unmapped_tech_stack","tech_stack","requirements_summary","fit_note","source_type","source_url","posted_at","evidence_checked_at"
"J059","条件过滤","页面包含在读、实习或校招条件，2022 届社会招聘候选人需先核验资格。","国内·机器人系统工程","中国大陆","百度","自动驾驶决策规划控制算法实习生（J91869）","北京","决策规划控制与系统集成","研究生在读","未注明","实习","Python; C++; Linux/Ubuntu; 深度学习; PyTorch; 强化学习/RL; 模仿学习/IL; 运动规划; 运动控制; MPC; PID","EM Planner; iLQR; FSM; MDP; POMDP; LQR","C++; Python; Linux; Hybrid A*; EM Planner; iLQR; FSM; MDP; POMDP; PID; MPC; LQR; PyTorch; TensorFlow; 强化学习; 模仿学习","覆盖决策、规划、控制模块架构、算法迭代、上线部署和上下游系统集成，兼顾传统规控与学习型方法。","完整技术栈体现了VLA系统岗仍需传统机器人基础；现有系统集成能力有帮助，但在读学历和算法深度不匹配。","公司官方招聘页","https://talent.baidu.com/jobs/detail/INTERN/ba2a6909-e613-414c-9f79-feef5c3e88cf","2026-07-21","2026-07-31"
"J060","P2 中长期","岗位含算法、控制、SLAM 或系统架构专项门槛，112 天作品不能替代相应理论、真机和年限证据。","国内·机器人系统工程","中国大陆","百度","云端建图工程师（J81082）","北京","SLAM与多传感器建图","未注明","未注明","全职","C++; 相机/传感器/标定; SLAM/定位导航","BEV; 高精地图; 数据自动化","C++; SLAM; BEV; 多传感器融合; 高精地图; 数据自动化","开发BEV感知、SLAM优化与多传感器融合算法，建设海量数据自动化高精建图并推进量产交付。","传感器应用经历不足以覆盖SLAM算法；如走移动机器人方向，应补ROS2 Nav2、激光SLAM和真实地图评测。","公司官方招聘页","https://talent.baidu.com/jobs/detail/SOCIAL/862ac37f-c7ab-4e4b-87c6-893ebbf01b13","2026-07-21","2026-07-31"
"J061","条件过滤","页面包含在读、实习或校招条件，2022 届社会招聘候选人需先核验资格。","国内·机器人系统工程","中国大陆","百度","上海-自动驾驶端到端决策规划控制算法工程师（J100785）","上海","端到端决策规划控制","硕士及以上","校招；相关实习或项目经验优先","校招全职","Python; C++; ROS 生态; 强化学习/RL; 运动规划; 运动控制","CarSim; CarMaker","C++; Python; 强化学习; A*; RRT; ROS; CarSim; CarMaker; 轨迹规划; 控制理论","研发端到端或分层决策、预测和轨迹规划模型，要求机器学习、强化学习、控制理论、C++/Python及仿真工具。","作为算法校招岗位门槛较高；其技能要求可用于规划每日学习中的ROS2、规划控制和仿真实验模块。","公司官方招聘页","https://talent.baidu.com/jobs/detail/GRADUATE/26589494-be28-4d0e-8ceb-727e998c0867","2026-07-21","2026-07-31"
"J062","条件过滤","页面包含在读、实习或校招条件，2022 届社会招聘候选人需先核验资格。","国内·机器人系统工程","中国大陆","百度","2027AIDU-端到端系统架构师（J99978）","北京","端到端系统与机器人规划","硕士或博士在读","校招；机器人路径规划或开源项目经验优先","校招全职","Python; C++; Linux/Ubuntu; 深度学习; PyTorch; 强化学习/RL; 模仿学习/IL; 运动规划; 运动控制; MPC","POMDP; Apollo; Autoware","Python; C++; Linux; PyTorch; 深度强化学习; 模仿学习; POMDP; A*; RRT*; MPC; Apollo; Autoware","构建自动驾驶端到端系统及数据迭代方法，要求强化学习、模仿学习、Linux/PyTorch和经典规划控制，机械臂或无人机规划经验加分。","研究型门槛较高，但证明开源机器人项目确实能增加跨域价值；应重点产出可运行代码、数据集、评测和贡献记录。","公司官方招聘页","https://talent.baidu.com/jobs/detail/GRADUATE/cd7d5159-6779-4298-abe4-1a97ccdcea35","2026-07-21","2026-07-31"
"J063","P2 中长期","当前本科学历不满足页面显示的严格硕士门槛。","国内·机器人系统工程","中国大陆","博世力士乐","行走机械系统与软件开发工程师_DC","上海","移动装备控制系统","硕士及以上","未注明","全职","C++; C; Linux/Ubuntu; ROS 生态; ROS 2; 运动规划; 运动控制; 机器人仿真; Gazebo/Webots/PyBullet; 嵌入式/MCU/RTOS","Matlab; Simulink","C; C++; Linux; 嵌入式系统; ROS; ROS2; Matlab; Simulink; Gazebo; PyBullet; 路径规划; 运动控制","开发非道路移动设备控制算法与系统软件，打通感知、决策和控制闭环，并完成建模、仿真、测试与真实设备调试。","嵌入式Linux、传感器通信和软硬件联调经验可迁移；硕士门槛及动力学、路径规划、运动控制、ROS2是主要差距。","公司官方ATS（SmartRecruiters）","https://jobs.smartrecruiters.com/BoschGroup/744000125026049--dc","未注明","2026-07-31"
"J064","P2 中长期","当前本科学历不满足页面显示的严格硕士门槛。","国内·机器人系统工程","中国大陆","博世中国","机器人规控算法研究员_CR","上海","工业机器人规划控制","硕士或博士","要求算法仿真、真机调试到现场部署完整项目经历，年限未注明","全职","Python; C++; Linux/Ubuntu; ROS 生态; ROS 2; 运动规划; 运动控制; MPC; WBC; 机器人仿真; Isaac; MuJoCo; Gazebo/Webots/PyBullet","PRM; 行为树; FSM","C++; Python; Linux; ROS; ROS2; RRT; PRM; CHOMP; TrajOpt; MPC; WBC; DWA; TEB; 行为树; FSM; Gazebo; Isaac Sim; MuJoCo","面向工业机器人研发机械臂规划控制、人形全身控制、移动导航和任务决策，并要求完成仿真、真机与产线部署闭环。","属于研究与工程并重的高门槛岗位；现有工业物联网交付可支持现场部分，但需补研究生背景和完整机器人规控项目。","公司官方ATS（SmartRecruiters）","https://jobs.smartrecruiters.com/BoschGroup/744000106997136--cr","未注明","2026-07-31"
"J065","P1 作品/专项补证后","现有端边云、数据平台或 AI 应用经验可迁移，但需先补齐与岗位一致的机器人数据、ROS2 或 Agent 可复现作品。","国内·机器人系统工程","中国大陆","博世创新软件开发","数据闭环算法开发_BCSC","上海","机器人数据闭环与ROS2中间件","本科及以上","2年及以上","全职","Python; C++; Linux/Ubuntu; ROS 生态; ROS 2; 相机/传感器/标定; 数据管线/ETL; Git/CI/CD","Shell; DDS; H.264; H.265","Python; C++; Linux; Shell; Git; CI/CD; ROS2; DDS; LiDAR; Camera; H.264; H.265; 数据Pipeline","建设自动驾驶传感器数据采集、清洗、送标、训练和评测闭环，开发高吞吐工具链并使用ROS2/DDS处理中间件数据。","较适合“端云数据与机器人系统工具链”转型：通信、平台和全链路经验可复用；需补Python数据工程、ROS2/DDS和传感器数据格式。","公司官方ATS（SmartRecruiters）","https://jobs.smartrecruiters.com/BoschGroup/744000119529670--bcsc","未注明","2026-07-31"
"J066","P1 作品/专项补证后","需另行完成与岗位一致的驱动、CAN/伺服、板级或平台 C++ 实证；EdgeVLA 作品本身不能替代该专项经验。","国内·机器人系统工程","中国大陆","博世创新软件开发","ADAS仿真回放开发_BCSC","苏州","仿真回放与软硬件测试","本科及以上","3年以上","全职","Python; C++; Linux/Ubuntu; ROS 生态; ROS 2; 机器人数据格式; Docker/容器; Git/CI/CD; CMake/Bazel; gRPC/服务通信; IPC/网络编程; CAN","Shell; REST","C++11; Python; Shell; Linux; ROS; ROS2; ROS bag; CAN; CAN FD; Ethernet; REST; gRPC; CMake; Git; Docker; CI/CD","开发ADAS硬件回灌和数据上传工具链，对接ECU与传感器，处理ROS bag/CAN数据并完成云端接口、CI/CD和故障定位。","与现有上位机、通信、云端平台和设备联调经历高度接近，是比纯VLA算法更现实的机器人/智驾系统岗位；需补ROS bag、CAN实战与现代C++工具链。","公司官方ATS（SmartRecruiters）","https://jobs.smartrecruiters.com/BoschGroup/744000127357684-adas-bcsc","未注明","2026-07-31"
"J067","条件过滤","页面包含在读、实习或校招条件，2022 届社会招聘候选人需先核验资格。","国内·机器人系统工程","中国大陆","北京华晟经世信息技术股份有限公司","具身智能（Embodied AI）算法开发实习生","北京","LeRobot与VLA应用","本科","6个月实习","实习","Python; C++; Linux/Ubuntu; ROS 生态; ROS 2; VLA 族; LeRobot; 机器人仿真; MuJoCo; Gazebo/Webots/PyBullet; 机器人真机/系统集成","OpenVLA; Sim2Real","Python; C++; Linux; ROS2; LeRobot; VLA; OpenVLA; X-VLA; Pi0; MuJoCo; Gazebo; Sim2Real; 机械臂","基于ROS2和LeRobot开发控制感知框架，建设遥操作数据Pipeline，适配VLA模型并在机械臂、四足或人形机器人上部署。","与计划中的LeRobot开源项目几乎同构，说明项目方向有效；完成数据采集、ACT/VLA微调、真机评测和文档即可覆盖大量要求。","公开招聘平台（智联招聘）","https://www.zhaopin.com/jobdetail/CC427414310J40752598806.htm","未注明","2026-07-31"
"J068","条件过滤","页面包含在读、实习或校招条件，2022 届社会招聘候选人需先核验资格。","国内·机器人系统工程","中国大陆","经纬恒润","具身智能软件实习生（SOC嵌入式软件工程师方向）","天津","机器人SoC与ROS2","硕士","6个月实习","实习","Python; C++; C; Linux/Ubuntu; ROS 生态; ROS 2; CUDA/GPU; TensorRT; 边缘推理; Jetson; IPC/网络编程; CAN","设备树; ARM; DDS","C; C++; Python; Linux内核; 设备树; ARM; Jetson; ROS2; DDS; CAN; 以太网; CUDA; TensorRT; NPU","负责机器人SoC平台、Linux内核驱动、ROS2/DDS通信、传感器接口和AI推理优化，兼顾功耗、热管理与可靠性。","技术方向与ARM、嵌入式Linux和设备通信背景接近，但学历要求及内核驱动、设备树、ROS2/DDS和TensorRT是关键缺口。","公开招聘平台（智联招聘）","https://www.zhaopin.com/jobdetail/CC000571490J40845909411.htm","未注明","2026-07-31"
"J069","条件过滤","页面包含 5 年及以上或资深年限门槛，需先核验是否有放宽空间。","国内·机器人系统工程","中国大陆","北京汽车研究总院有限公司","机器人软件开发工程师（ROS2 / 通信中间件方向）（J13521）","北京","ROS2通信中间件","本科及以上","3-5年","全职","Python; C++; Linux/Ubuntu; ROS 生态; ROS 2; RTOS/实时系统; IPC/网络编程; 嵌入式/MCU/RTOS","DDS; Fast DDS; Cyclone DDS; Zenoh; 组播; QoS","ROS2; DDS; Fast DDS; Cyclone DDS; Zenoh; Linux; C++; Python; RTOS; IPC; TCP; UDP; 组播; QoS","设计机器人ROS2软件架构和通信调度框架，优化DDS QoS、跨节点数据同步、系统部署和软硬件联调。","是最值得重点转型的系统软件岗之一：TCP/UDP、RTOS、设备通信与联调经验直接相关；集中补ROS2、DDS/QoS和C++中间件项目即可形成针对性。","公开招聘平台（智联招聘）","https://www.zhaopin.com/jobdetail/CC211593410J40874431209.htm","未注明","2026-07-31"
"J070","P2 中长期","当前本科学历不满足页面显示的严格硕士门槛。","国内·机器人系统工程","中国大陆","浪潮集团","具身智能算法工程师","上海","具身机器人系统架构","硕士","5-10年；岗位正文要求8年以上机器人或AI研发且3年以上系统架构经验","全职","Python; C++; C; Linux/Ubuntu; ROS 生态; ROS 2; VLA 族; VLM/多模态模型; 强化学习/RL; 模仿学习/IL; IPC/网络编程; CAN; EtherCAT","DDS; USB; OTA; 远程诊断","C; C++; Python; Linux; ROS; ROS2; DDS; CAN; EtherCAT; USB; Ethernet; VLA; 多模态大模型; 强化学习; 模仿学习; OTA; 远程诊断","统筹具身机器人感知、决策、规划、控制、云边与运维全链路，主导软硬件集成、真机交付、测试、远程诊断和OTA体系。","岗位职责与现有物联网全链路思维高度相关，但属于资深架构岗；可把它作为三到五年路线图，先从机器人系统集成和ROS2中间件切入。","公开招聘平台（智联招聘）","https://www.zhaopin.com/jobdetail/CC120143600J40954521515.htm","未注明","2026-07-31"
"J071","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","RoboForce","Senior / Staff AI Research Engineer, Data Infrastructure","Milpitas, CA","机器人数据基础设施","本科或硕士（计算机、机器人或相关专业）","5年以上","未注明","Python; 深度学习; PyTorch; JAX; 强化学习/RL; 数据管线/ETL; 机器人数据格式; W&B/MLflow; 云平台/对象存储","UMI/GELLO","Python; ETL; S3/GCS; HDF5; WebDataset; Zarr; PyTorch/JAX; PPO/DPO; Weights & Biases/MLflow; UMI/GELLO","负责遥操作与 UMI 多模态数据从采集、同步、版本管理、去重和质量过滤，到分布式存储、SFT/RL 后训练、真机 rollout 评测及失败数据回流的完整闭环；要求生产级数据管线经验，并能与 VLA/机器人策略研究团队协作。","与候选人的设备通信、端云系统和工程交付思路相通，但该岗位是高级数据/学习基础设施岗；当前需重点补齐 Python 数据工程、PyTorch、机器人数据格式、模仿学习及真机 VLA 评测。","企业官方招聘系统（Greenhouse）","https://job-boards.greenhouse.io/roboforce/jobs/5030138008","未注明","2026-07-31"
"J072","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Figure","Helix AI Engineer, Data Infrastructure","San Jose, CA","机器人数据基础设施","本科或硕士（计算机、机器人、工程或相关专业）","4年以上全职后端系统经验","全职","Python; Linux/Ubuntu; 云平台/对象存储; Kubernetes; SQL/数据库","Elasticsearch; Redis; Ansible/Terraform","Python; Linux; PostgreSQL/MySQL; Elasticsearch; Redis; AWS/Azure/GCP; SLURM/Kubernetes/LSF; Ansible/Terraform","建设 Helix 的机器人数据卸载、存储、加工和访问组件，管理本地与云端算力/存储，并优化从机器人记录到神经网络训练的数据传输与存储；要求可靠后端系统、Linux、Python和数据存储经验。","候选人的嵌入式 Linux、设备联网和集中控制平台经历可支撑端侧理解；要达到该岗位还需形成可展示的机器人数据湖、云端编排、数据集管理和大规模后端工程证据。","企业官方招聘系统（Greenhouse）","https://job-boards.greenhouse.io/figureai/jobs/4345915006","未注明","2026-07-31"
"J073","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Intrinsic","Software Engineer, Data Infrastructure","Mountain View, California","机器人数据基础设施","未注明","4年以上专业软件项目经验","全职","Python; C++; 数据管线/ETL; 云平台/对象存储; Docker/容器; Kubernetes","机器人遥测与日志","C++/Go/Python; AWS/GCP/Azure; Docker; Kubernetes; 机器学习数据管线; 机器人遥测与日志","构建收集、处理和存储传感器、遥测及日志的机器人数据管线，连接 Kubernetes 云服务与设备端服务，并为机器人模型训练、评估、探索和可视化提供基础设施。","这是候选人从物联网端云全栈转向机器人平台较匹配的中长期方向；现有 Go/设备平台/通信经验可迁移，需补 Kubernetes、云数据服务及真实机器人数据管线项目。","企业官方招聘系统（Greenhouse）","https://job-boards.greenhouse.io/intrinsicrobotics/jobs/5741158004","未注明","2026-07-31"
"J074","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","XDOF","Robotics Data Engineer","San Mateo, CA（混合办公）","数据采集与质量闭环","本科或硕士（或同等经验）","未注明","全职","Python; ROS 生态; 相机/传感器/标定; 数据管线/ETL; 机器人数据格式","NumPy; pandas; Matplotlib/Plotly; 3D几何与坐标变换; 时序分析","Python; NumPy; pandas; Matplotlib/Plotly; Protobuf/HDF5/ROS bag; 3D几何与坐标变换; 时序分析; 传感器融合","分析遥操作、第一视角和 UMI 等多模态机器人数据，检查关节速度、相机位姿、夹爪编码器及异常采集会话；建立质量工具，并将问题追溯到硬件标定、传感器漂移或操作流程。","岗位强调工程直觉和数据质量，较纯算法岗更适合作为转型目标；候选人需用 LeRobot 项目证明 Python 数据分析、时间同步、坐标系、ROS bag/MCAP 和可视化能力。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/xdof/73ac48fd-1c6d-4ff5-b16e-87c9f6ec382d/","未注明","2026-07-31"
"J075","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Mind Robotics","Data Architect, Robotics","Palo Alto, CA","机器人数据基础设施","未注明","未注明","全职","数据管线/ETL","数据标注工作流; 云基础设施; 大规模存储; 机器人训练与评估数据","数据管线; 数据标注工作流; 云基础设施; 大规模存储; 机器人训练与评估数据","面向大规模机器人 AI 训练建设数据系统，端到端负责数据管线、标注工作流、存储及云基础设施，把海量原始数据整理成可复用、高质量的数据集，并支持研究团队快速训练与评估。","属于架构级目标岗位，短期不宜主投；可把候选人的端云平台经验升级为机器人数据版本、质量检查、对象存储和实验追踪系统，逐步积累数据架构证据。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/mindrobotics/105d9f55-9914-49a3-a622-1565dcde5f01","未注明","2026-07-31"
"J076","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Genesis","Data Infrastructure","San Francisco Bay Area","机器人数据基础设施","未注明","8年以上","全职","Python; 数据管线/ETL; 云平台/对象存储; Kubernetes","Spark; Kafka; Terraform; 批处理与流处理","Python/Go; Spark; Kafka; S3/数据湖/数据仓库; Kubernetes; Terraform; 批处理与流处理","为机器人基础模型训练和评估构建 PB 级批流一体数据管线，统一真实遥操作与合成仿真数据模型，负责存储、摄取、转换和编排等生产基础设施。","候选人的 Go、物联网数据链路和平台建设是可迁移基础，但本岗位资历和分布式数据规模要求高；应视作技术栈标杆，而非当前直接投递目标。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/genesis/9e3c06f0-109b-42d2-b69c-8f0e33ee3b8c/","未注明","2026-07-31"
"J077","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Rhoda AI","Research Member of Technical Staff - Robot Learning Data","Mountain View, CA","数据采集与质量闭环","未注明","未注明","全职","模仿学习/IL; 数据采集; 遥操作/Teleop","数据质量指标; 数据筛选与增强; Open X-Embodiment/DROID; VR/动作捕捉","遥操作; 示教数据采集; 数据质量指标; 数据筛选与增强; Open X-Embodiment/DROID; VR/动作捕捉; 模仿学习","制定机器人学习数据策略，建设遥操作和示教采集系统、质量指标、筛选工具及合成/跨本体数据增强方案，并衡量采集决策对策略性能的实际影响。","研究属性较强，候选人现阶段更适合先做工程型 LeRobot 数据闭环；若能完成真实机械臂数据采集、质量分析和 ACT/SmolVLA 对照实验，可显著缩小差距。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/rhoda-ai/98fed52a-b6c8-42f8-a88e-f4ed24bcf57f?embed=js","未注明","2026-07-31"
"J078","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Rhoda AI","Senior Inference Optimization ML Engineer","Mountain View, CA","VLA推理与部署优化","未注明","3年以上推理优化或ML系统经验","全职","深度学习; PyTorch; JAX; CUDA/GPU; TensorRT; 边缘推理","vLLM/TorchServe; 剪枝/蒸馏","PyTorch/JAX; TensorRT; Triton; CUDA; torch.compile/XLA; vLLM/TorchServe; INT8/FP8量化; 剪枝/蒸馏","负责多模态基础模型在云端和机器人端的延迟、吞吐、显存与 I/O 优化，使用量化、剪枝、蒸馏、算子融合、编译和 CUDA/Triton 内核，并建设基准及性能回归检测。","属于高级 ML Systems 岗，与候选人当前经历距离较大；可先在 Jetson 上完成 ACT/SmolVLA 的 ONNX/TensorRT 部署和可复现实测，再决定是否深挖该方向。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/rhoda-ai/5fbe9c15-342b-4d46-b1bf-34d99d2f243c","未注明","2026-07-31"
"J079","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Dyna Robotics","ML Infrastructure Engineer, Training","Redwood City, CA","VLA训练与推理基础设施","未注明","7年以上","全职","深度学习; PyTorch; CUDA/GPU; TensorRT; 边缘推理; 数据管线/ETL; 机器人数据格式; 云平台/对象存储; Kubernetes","DeepSpeed/Accelerate; ZeRO/FSDP","PyTorch; DeepSpeed/Accelerate; ZeRO/FSDP; Kubernetes/SLURM; AWS/GCP; TensorRT/Triton; CUDA/NCCL; MCAP/Protobuf","端到端负责机器人多模态模型的分布式训练、任务调度、高吞吐数据加载和低延迟生产推理，处理 GPU 利用率、I/O、显存及通信瓶颈，并以量化、蒸馏和模型编译实现真机部署。","该岗位可作为理解 VLA 工程上限的参考，不是当前匹配岗位；候选人的第一阶段重点应是单机训练、机器人数据格式和 Jetson 推理，而非直接追求大规模训练集群。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/dyna-robotics/ec8f09de-ee26-4117-9b41-d317b074c2dc/","未注明","2026-07-31"
"J080","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Bedrock Robotics","Agentic Data Understanding","San Francisco / New York（页面说明地点具灵活性）","机器人数据自动标注","未注明","未注明","未注明","Python; VLM/多模态模型; LLM/Agent; 相机/传感器/标定","自动标注; 质量评测管线; 2D/3D标注; 模型微调","Python; VLM/LLM Agent; 自动标注; 质量评测管线; 2D/3D标注; LiDAR/相机/IMU; 模型微调","为施工机器人原始传感器数据建设 AI 驱动的自动标注、编排、质量校验和 Agent 工作流；要求能定义质量/成本指标，并处理 2D 框、3D 框、分割和事件语义等标注模态。","候选人的 AI Agent 开发兴趣与平台能力可迁移，但必须增加计算机视觉、传感器数据和标注质量评测；适合做成 LeRobot 数据质检/自动失败分类的进阶模块。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/bedrock-robotics/7ff12ad2-904f-4b3b-9fde-e0cff3632a3a","未注明","2026-07-31"
"J081","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Omakase Robotics","Robotics Data Engineer","Japan","机器人数据基础设施","未注明","3年以上","未注明","Python; ROS 生态; ROS 2; LeRobot; 数据管线/ETL; 机器人数据格式; W&B/MLflow; SQL/数据库","Kafka/Pub/Sub; Airflow/dbt/Spark; BigQuery/Snowflake/Redshift; Grafana/Looker","Python/SQL; ROS/ROS2; LeRobot/MCAP/RLDS; MLflow/Kubeflow/Weights & Biases; Kafka/Pub/Sub; Airflow/dbt/Spark; BigQuery/Snowflake/Redshift; Grafana/Looker","建设 VLA 与 SLAM 所需的机器人多模态数据采集、清洗、质量验证、版本管理和实时遥测管线，连接现场部署、实验追踪、模型评估、数据仓库及机器人舰队监控。","这是与候选人规划最吻合的样本：LeRobot、机器人数据、IoT 遥测和端云平台形成交叉；短板是 3 年机器人数据经验、ROS2、传感器数据和 MLOps，可据此反推开源项目模块。","企业官方招聘系统（Greenhouse）","https://job-boards.greenhouse.io/omakaserobotics/jobs/6101308004","未注明","2026-07-31"
"J082","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Serve Robotics","Senior Data Scientist, Machine Learning","United States（远程）","机器人数据与机器学习","未注明","5年以上","全职","Python; VLM/多模态模型; 数据管线/ETL; SQL/数据库","主动学习; 视觉基础模型","Python; SQL; ETL; 主动学习; 多模态自动标注; 视觉基础模型; 特征与数据管线","以数据为中心训练机器人机器学习模型，建设特征提取和 ETL 管线，并使用多模型集成与视觉基础模型自动生成图像语义、意图及轨迹预测真值。","偏资深数据科学与自动驾驶/配送机器人算法，候选人短期匹配度低；可借鉴其主动学习、自动标注和数据质量闭环理念，不建议作为首批投递岗位。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/serverobotics/0d6390d6-f6cf-4f40-87a3-9bb1df699911/","未注明","2026-07-31"
"J083","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Mecka AI","Senior Mobile Engineer","New York, NY","机器人数据采集平台","未注明","未注明","全职","数据采集","React Native; iOS原生开发; Backend API; Web工具; 机器人数据运营工作流","React Native; iOS原生开发; 移动端数据采集; Backend API; Web工具; 机器人数据运营工作流","开发用于真实机器人数据捕获和运营流程的移动应用，同时覆盖 React Native、后端 API、Web 工具及必要的原生 iOS 能力，支撑全球数据采集与标注。","候选人的 Flutter 跨端 APP、设备通信和平台经验具有较强可迁移性；若为 LeRobot 项目增加移动遥控、任务下发、采集状态和视频上传，可形成差异化作品。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/mecka.ai/3d91bf03-9915-4f8c-b1da-7858babdd33a","未注明","2026-07-31"
"J084","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Anvil Robotics","Sr. Software Engineer - Data Collection","San Francisco / Taipei / Trinidad（现场）","机器人数据采集系统","相关专业硕士，或本科加同等实战深度","典型3至5年；有高质量实战者2至3年亦可","全职","Linux/Ubuntu; VLA 族; 相机/传感器/标定; SLAM/定位导航; 机器人真机/系统集成; 嵌入式/MCU/RTOS","云端感知管线; ML训练与部署","嵌入式应用; Linux/SoC; 云端感知管线; SLAM/VIO/传感器融合; ML训练与部署; VLA策略真机部署","端到端整合手持示教数据采集产品，把位姿跟踪、应用、SoC、云管线和模型工作流连接成可重复使用的系统；强调真实机器人/感知产品集成、受限硬件应用可靠性和跨团队技术判断。","这是非常贴近候选人优势的跨域样本：不要求亲自研究核心模型，而重视嵌入式应用、端云集成和产品落地。补足机器人感知、数据采集及 VLA 真机证据后值得重点关注。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/anvil-robotics/ce1313a5-e7b8-4a93-ae12-df4e2beeb40d","未注明","2026-07-31"
"J085","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Dexmate","Full-Stack Software Developer - Robotics & AI Systems","Fremont, CA","机器人端云全栈平台","未注明","5年以上全栈开发经验","全职","Python; VLM/多模态模型; LLM/Agent; 云平台/对象存储; Git/CI/CD; SQL/数据库","React/Vue/Svelte; Auth0/Firebase Auth; 机器人数据管理","React/Vue/Svelte; Node.js/Python/Rust; SQL/PostgreSQL; Auth0/Firebase Auth; CI/CD; AWS/Azure/GCP; 机器人数据管理; VLM/LLM应用","建设机器人管理门户的前后端、认证授权、机器人数据采集管理界面和 AI 模型交互前端，并使用云服务和 CI/CD 交付平台；机器人、IoT、可视化及 VLM/LLM 是加分项。","与候选人的集中控制平台、Flutter、设备管理和 AI 应用经历高度相关，是具身智能转型中较现实的岗位类型；需补现代 Web 前端、云部署及机器人数据模型。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/dexmate/e31fd855-b234-4f07-bea4-a5f08439930d","未注明","2026-07-31"
"J086","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Generalist","Robot Science Ops","San Mateo, CA / Somerville, MA","机器人评测与数据闭环","未注明","未注明","全职","数据采集; 遥操作/Teleop","训练任务执行; 模型评测; 实验分析; 硬件基准搭建; SOP与复现文档","机器人遥操作; 数据采集; 训练任务执行; 模型评测; 实验分析; 硬件基准搭建; SOP与复现文档","在机器人、数据、模型和评测之间运行高频反馈闭环：设计任务、协调采集、启动训练、执行真机评测、分析结果，并维护机器人及物理基准可重复运行。","岗位强调实验执行、问题闭环和软硬件动手能力，方向上比纯研究岗更适合候选人；LeRobot 项目必须展示任务定义、训练/测试拆分、指标、失败分类和复现实验文档。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/generalist/a9bee1c6-517b-4740-b4c0-10b6675bb07e/","未注明","2026-07-31"
"J087","国际技术对标","先核验工作许可、所在地、英语和资历，不默认进入直接投递池。","国际·数据与部署对标","国际","Genesis","Robot Data Operations Analyst","San Francisco Bay Area","机器人评测与数据运营","未注明","未注明","合同制","遥操作/Teleop","任务设计; 数据标注; 模型评估; 质量保证; 故障报告; 机器人安全操作","机器人遥操作; 任务设计; 数据标注; 模型评估; 质量保证; 故障报告; 机器人安全操作","兼顾真机遥操作与分析工作，设计采集任务、标注数据集、评估模型、进行质量保证，并将机器人行为、问题和现场反馈闭环给工程及舰队运营团队。","可作为进入具身智能行业的桥梁岗位类型，算法门槛低于研究工程师；候选人需要用真实机械臂项目证明遥操作、数据质量、测试记录和安全意识。","企业官方招聘系统（Ashby）","https://jobs.ashbyhq.com/genesis/2f2009be-f166-4289-8a49-3c20eb57e011","未注明","2026-07-31"
